(0.0, [161, 1, 2, 0, 0, 0, 0, 0, 0, 0])
(0.11156296730041504, [161, 1, 2, 0, 25, 0, 0, 0, 0, 0])
(0.20759201049804688, [161, 1, 2, 0, 0, 0, 0, 0, 0, 0])
(0.23946213722229004, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
(0.6555130481719971, [161, 1, 0, 0, 8, 0, 0, 0, 0, 0])
(0.7514171600341797, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
(0.9915130138397217, [161, 1, 0, 0, 21, 0, 0, 0, 0, 0])
(1.0874509811401367, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
(1.3436720371246338, [161, 1, 0, 0, 28, 0, 0, 0, 0, 0])
(1.3916430473327637, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
(1.7275099754333496, [161, 1, 0, 0, 44, 0, 0, 0, 0, 0])
(1.8234219551086426, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
(2.0315730571746826, [161, 1, 0, 0, 22, 0, 0, 0, 0, 0])
(2.1115500926971436, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
(2.1275720596313477, [161, 1, 0, 0, 12, 0, 0, 0, 0, 0])
(2.175640106201172, [161, 1, 0, 0, 12, 16, 0, 0, 0, 0])
(2.2235000133514404, [161, 1, 0, 0, 16, 0, 0, 0, 0, 0])
(2.287659168243408, [161, 1, 0, 0, 19, 16, 0, 0, 0, 0])
(2.335556983947754, [161, 1, 0, 0, 19, 0, 0, 0, 0, 0])
(2.367462158203125, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
(2.495704174041748, [161, 1, 0, 0, 15, 0, 0, 0, 0, 0])
(2.5756490230560303, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
(2.6077780723571777, [161, 1, 0, 0, 8, 0, 0, 0, 0, 0])
(2.7194361686706543, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
(2.7674989700317383, [161, 1, 0, 0, 44, 0, 0, 0, 0, 0])
(2.863399028778076, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
(2.943493127822876, [161, 1, 0, 0, 23, 0, 0, 0, 0, 0])
(3.007498025894165, [161, 1, 0, 0, 8, 23, 0, 0, 0, 0])
(3.023301124572754, [161, 1, 0, 0, 8, 0, 0, 0, 0, 0])
(3.1034090518951416, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
(3.2636380195617676, [161, 1, 0, 0, 22, 0, 0, 0, 0, 0])
(3.343536138534546, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
(3.4716579914093018, [161, 1, 0, 0, 23, 0, 0, 0, 0, 0])
(3.519576072692871, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
(3.711580991744995, [161, 1, 2, 0, 0, 0, 0, 0, 0, 0])
(3.823570966720581, [161, 1, 2, 0, 30, 0, 0, 0, 0, 0])
(3.9354300498962402, [161, 1, 2, 0, 0, 0, 0, 0, 0, 0])
(3.9994680881500244, [161, 1, 0, 0, 0, 0, 0, 0, 0, 0])
